graph_seed,config,reward_variant,g_stop,g_fixed_trajectory,fixed_beats_stop,fixed_ever_beats_stop,first_crossover_removed_fraction,trained_final_removed,trained_stopped_early
6,RL high-security (sec=3.0 util=1.0 cost=0.1),terminal,-2.0,1.5289877293709346,True,True,0.0505050505050505,0.3019079685746352,True
6,RL very-high-security (sec=10.0 util=1.0 cost=0.1),incremental,-9.0,-17.775949067170206,False,True,0.0505050505050505,0.0,True
6,RL very-high-security (sec=10.0 util=1.0 cost=0.1),terminal,-9.0,0.7584915185386812,True,True,0.0505050505050505,0.5016835016835017,False
6,RL security-only (sec=1.0 util=0.0 cost=0.1),incremental,-1.0,-4.244143754223113,False,True,0.0505050505050505,0.0,True
6,RL security-only (sec=1.0 util=0.0 cost=0.1),terminal,-1.0,-0.14161872527939093,True,True,0.0505050505050505,0.5028058361391694,False
7,RL baseline (sec=1.0 util=1.0 cost=0.1),incremental,0.0,2.852499276880858,True,True,0.3524130190796857,0.5005611672278338,False
7,RL baseline (sec=1.0 util=1.0 cost=0.1),terminal,0.0,0.8759464839527342,True,True,0.5016835016835017,0.5016835016835017,False
7,RL high-security (sec=3.0 util=1.0 cost=0.1),incremental,-2.0,-7.905660649478556,False,False,,0.5005611672278338,False
7,RL high-security (sec=3.0 util=1.0 cost=0.1),terminal,-2.0,0.5902452322704257,True,True,0.0505050505050505,0.4017957351290684,True
7,RL very-high-security (sec=10.0 util=1.0 cost=0.1),incremental,-9.0,-45.5592203917365,False,False,,0.0,True
7,RL very-high-security (sec=10.0 util=1.0 cost=0.1),terminal,-9.0,-0.4097091486176539,True,True,0.0505050505050505,0.5016835016835017,False
7,RL security-only (sec=1.0 util=0.0 cost=0.1),incremental,-1.0,-5.5838999255898445,False,False,,0.0,True
7,RL security-only (sec=1.0 util=0.0 cost=0.1),terminal,-1.0,-0.17446919892161442,True,True,0.0505050505050505,0.5028058361391694,False
8,RL baseline (sec=1.0 util=1.0 cost=0.1),incremental,0.0,0.5772691403922101,True,True,0.0505050505050505,0.5005611672278338,False
8,RL baseline (sec=1.0 util=1.0 cost=0.1),terminal,0.0,0.557900915188523,True,True,0.5005611672278338,0.3007856341189674,True
8,RL high-security (sec=3.0 util=1.0 cost=0.1),incremental,-2.0,-7.796178807069464,False,True,0.0505050505050505,0.0,True
8,RL high-security (sec=3.0 util=1.0 cost=0.1),terminal,-2.0,0.22419983826178816,True,True,0.0505050505050505,0.452300785634119,True
8,RL very-high-security (sec=10.0 util=1.0 cost=0.1),incremental,-9.0,-37.10324662318532,False,True,0.0505050505050505,0.0,True
8,RL very-high-security (sec=10.0 util=1.0 cost=0.1),terminal,-9.0,-0.9437539309817837,True,True,0.0505050505050505,0.5028058361391694,False
8,RL security-only (sec=1.0 util=0.0 cost=0.1),incremental,-1.0,-4.391320366316382,False,True,0.0505050505050505,0.0,True
8,RL security-only (sec=1.0 util=0.0 cost=0.1),terminal,-1.0,-0.19839837648100778,True,True,0.0505050505050505,0.5005611672278338,False
9,RL baseline (sec=1.0 util=1.0 cost=0.1),incremental,0.0,4.418134667566432,True,True,0.0505050505050505,0.5016835016835017,False
9,RL baseline (sec=1.0 util=1.0 cost=0.1),terminal,0.0,0.6631462034529509,True,True,0.5016835016835017,0.5005611672278338,False
9,RL high-security (sec=3.0 util=1.0 cost=0.1),incremental,-2.0,-3.673722224558552,False,True,0.0505050505050505,0.5005611672278338,False
9,RL high-security (sec=3.0 util=1.0 cost=0.1),terminal,-2.0,0.37201066392081567,True,True,0.0505050505050505,0.45005611672278334,True
9,RL very-high-security (sec=10.0 util=1.0 cost=0.1),incremental,-9.0,-31.995221346995994,False,True,0.0505050505050505,0.0,True
9,RL very-high-security (sec=10.0 util=1.0 cost=0.1),terminal,-9.0,-0.6469637244416578,True,True,0.0505050505050505,0.452300785634119,True
9,RL security-only (sec=1.0 util=0.0 cost=0.1),incremental,-1.0,-4.250748408472629,False,True,0.0505050505050505,0.0,True
9,RL security-only (sec=1.0 util=0.0 cost=0.1),terminal,-1.0,-0.17718634284652784,True,True,0.0505050505050505,0.5039281705948373,False
