graph_seed,method,containment_ratio,frozen_recall,frozen_f1,time_s,removal_fraction,stopped_early
3,RL security-only (sec=1.0 util=0.0 cost=0.1),1.0,0.38461538461538464,0.4761904761904762,11.235927104949951,0.0,True
4,GAT threshold,0.037156561800949985,0.5333333333333333,0.5714285714285715,0.004129648208618164,0.5005611672278338,
4,GAT top-k,0.031055612952110487,0.5333333333333333,0.64,0.27794909477233887,0.5331088664421998,
4,degree-centrality,0.036872408560856634,0.4666666666666667,0.608695652173913,0.004747152328491211,0.5005611672278338,
4,betweenness-centrality,0.03884517199204894,0.4666666666666667,0.608695652173913,0.3500053882598877,0.5005611672278338,
4,highest-p_uv,0.04516020608594864,0.4,0.5217391304347827,0.0040781497955322266,0.5005611672278338,
4,random,0.08225797810541878,0.4,0.4864158829676071,0.010415315628051758,0.5005611672278338,
4,RL baseline (sec=1.0 util=1.0 cost=0.1),0.15621131399365382,0.6,0.6206896551724138,20.616397380828857,0.5016835016835017,False
4,RL high-security (sec=3.0 util=1.0 cost=0.1),1.0,0.5333333333333333,0.64,14.577128410339355,0.0,True
4,RL very-high-security (sec=10.0 util=1.0 cost=0.1),1.0,0.5333333333333333,0.64,15.526297330856323,0.0,True
4,RL security-only (sec=1.0 util=0.0 cost=0.1),1.0,0.5333333333333333,0.64,13.758399486541748,0.0,True
5,GAT threshold,0.039252092812765295,0.42857142857142855,0.5217391304347826,0.015134811401367188,0.5005611672278338,
5,GAT top-k,0.021756724991646496,0.35714285714285715,0.45454545454545453,0.38605403900146484,0.5634118967452301,
5,degree-centrality,0.018392432593371935,0.35714285714285715,0.5,0.0053462982177734375,0.5005611672278338,
5,betweenness-centrality,0.01844300109707967,0.14285714285714285,0.23529411764705882,0.40514516830444336,0.5005611672278338,
5,highest-p_uv,0.035091256865594375,0.35714285714285715,0.5,0.0052487850189208984,0.5005611672278338,
5,random,0.10298211958706303,0.40476190476190477,0.45454545454545453,0.019159317016601562,0.5005611672278338,
5,RL baseline (sec=1.0 util=1.0 cost=0.1),0.05543706348046514,0.2857142857142857,0.34782608695652173,22.234294891357422,0.5499438832772165,False
5,RL high-security (sec=3.0 util=1.0 cost=0.1),0.035401919329264606,0.35714285714285715,0.41666666666666663,15.612739324569702,0.5005611672278338,False
5,RL very-high-security (sec=10.0 util=1.0 cost=0.1),1.0,0.35714285714285715,0.4761904761904762,10.978127479553223,0.0,True
5,RL security-only (sec=1.0 util=0.0 cost=0.1),1.0,0.35714285714285715,0.4761904761904762,10.916441440582275,0.0,True
6,GAT threshold,0.04083218452022633,0.1111111111111111,0.1739130434782609,0.004398345947265625,0.5005611672278338,
6,GAT top-k,0.02748423750534367,0.16666666666666666,0.2608695652173913,0.25443315505981445,0.5420875420875421,
6,degree-centrality,0.020401029435791317,0.3888888888888889,0.56,0.005379915237426758,0.5005611672278338,
6,betweenness-centrality,0.021570713547616135,0.2222222222222222,0.3333333333333333,0.35617637634277344,0.5005611672278338,
6,highest-p_uv,0.04499155554549026,0.1111111111111111,0.1818181818181818,0.004368782043457031,0.5005611672278338,
6,random,0.10098646299147732,0.3333333333333333,0.443019943019943,0.011343240737915039,0.5005611672278338,
6,RL baseline (sec=1.0 util=1.0 cost=0.1),0.19273529012886514,0.6666666666666666,0.6153846153846153,22.705042123794556,0.5005611672278338,False
6,RL high-security (sec=3.0 util=1.0 cost=0.1),0.10860755426000458,0.5,0.6,22.404629945755005,0.5028058361391694,False
6,RL very-high-security (sec=10.0 util=1.0 cost=0.1),1.0,0.1111111111111111,0.1818181818181818,11.696532011032104,0.0,True
6,RL security-only (sec=1.0 util=0.0 cost=0.1),1.0,0.1111111111111111,0.1818181818181818,11.837806940078735,0.0,True
7,GAT threshold,0.03468279410835672,0.3157894736842105,0.46153846153846156,0.004552364349365234,0.5005611672278338,
7,GAT top-k,0.02803092462578382,0.3157894736842105,0.42857142857142855,0.42119646072387695,0.5611672278338945,
7,degree-centrality,0.03053278262746258,0.21052631578947367,0.3333333333333333,0.007544755935668945,0.5005611672278338,
7,betweenness-centrality,0.028076557547784084,0.2631578947368421,0.4166666666666667,0.3516371250152588,0.5005611672278338,
7,highest-p_uv,0.04721478736365879,0.15789473684210525,0.25,0.004378080368041992,0.5005611672278338,
7,random,0.11071053136795461,0.24561403508771928,0.34828924162257496,0.011409997940063477,0.5005611672278338,
7,RL baseline (sec=1.0 util=1.0 cost=0.1),0.06868246236093042,0.42105263157894735,0.48484848484848486,22.819634914398193,0.5005611672278338,False
7,RL high-security (sec=3.0 util=1.0 cost=0.1),0.06868246236093042,0.42105263157894735,0.48484848484848486,18.706563711166382,0.5005611672278338,False
7,RL very-high-security (sec=10.0 util=1.0 cost=0.1),1.0,0.3157894736842105,0.44444444444444436,12.349656343460083,0.0,True
7,RL security-only (sec=1.0 util=0.0 cost=0.1),1.0,0.3157894736842105,0.44444444444444436,11.177207708358765,0.0,True
8,GAT threshold,0.04275717554846052,0.4666666666666667,0.5185185185185186,0.004308223724365234,0.5005611672278338,
8,GAT top-k,0.026709161962273388,0.4666666666666667,0.5,0.36902403831481934,0.5387205387205387,
8,degree-centrality,0.023364903394992084,0.4666666666666667,0.5384615384615385,0.0051631927490234375,0.5005611672278338,
8,betweenness-centrality,0.017766263215541672,0.3333333333333333,0.3846153846153846,0.36899733543395996,0.5005611672278338,
8,highest-p_uv,0.03777504114696081,0.26666666666666666,0.32,0.006337642669677734,0.5005611672278338,
8,random,0.10708633412859149,0.5333333333333333,0.5432098765432098,0.00996255874633789,0.5005611672278338,
8,RL baseline (sec=1.0 util=1.0 cost=0.1),0.03362975263008172,0.4666666666666667,0.4666666666666667,21.81416344642639,0.5005611672278338,False
8,RL high-security (sec=3.0 util=1.0 cost=0.1),1.0,0.4666666666666667,0.5185185185185186,12.90044355392456,0.0,True
8,RL very-high-security (sec=10.0 util=1.0 cost=0.1),1.0,0.4666666666666667,0.5185185185185186,11.872788429260254,0.0,True
8,RL security-only (sec=1.0 util=0.0 cost=0.1),1.0,0.4666666666666667,0.5185185185185186,12.09059476852417,0.0,True
9,GAT threshold,0.04687119780232146,0.5,0.588235294117647,0.004397392272949219,0.5005611672278338,
9,GAT top-k,0.028102673257210997,0.4,0.4848484848484849,0.4218885898590088,0.5454545454545454,
9,degree-centrality,0.023197207493539308,0.35,0.4375,0.004768848419189453,0.5005611672278338,
9,betweenness-centrality,0.029495752301867833,0.45,0.5454545454545455,0.33125948905944824,0.5005611672278338,
9,highest-p_uv,0.04273501384214681,0.35,0.4117647058823529,0.003947257995605469,0.5005611672278338,
9,random,0.1282427747923652,0.43333333333333335,0.4714082503556188,0.010614395141601562,0.5005611672278338,
9,RL baseline (sec=1.0 util=1.0 cost=0.1),0.2104610891503338,0.45,0.4285714285714286,23.712571144104004,0.5016835016835017,False
9,RL high-security (sec=3.0 util=1.0 cost=0.1),0.09327533236486908,0.65,0.5909090909090908,17.43077254295349,0.5005611672278338,False
9,RL very-high-security (sec=10.0 util=1.0 cost=0.1),1.0,0.45,0.5454545454545455,12.715575456619263,0.0,True
9,RL security-only (sec=1.0 util=0.0 cost=0.1),1.0,0.45,0.5454545454545455,12.365238189697266,0.0,True
10,GAT threshold,0.05435773208948065,0.5294117647058824,0.6206896551724139,0.0035314559936523438,0.5005611672278338,
10,GAT top-k,0.040533430882852536,0.4117647058823529,0.5833333333333334,0.30222439765930176,0.5824915824915825,
10,degree-centrality,0.03540606934555195,0.29411764705882354,0.45454545454545453,0.0031647682189941406,0.5005611672278338,
10,betweenness-centrality,0.04470771835015823,0.4117647058823529,0.5833333333333334,0.3435399532318115,0.5005611672278338,
10,highest-p_uv,0.043797942259087015,0.4117647058823529,0.56,0.003969907760620117,0.5005611672278338,
10,random,0.1330130562373498,0.49019607843137253,0.6488888888888888,0.010649919509887695,0.5005611672278338,
10,RL baseline (sec=1.0 util=1.0 cost=0.1),0.08043333828775517,0.5294117647058824,0.6923076923076924,21.5285587310791,0.5005611672278338,False
10,RL high-security (sec=3.0 util=1.0 cost=0.1),0.07620417149961319,0.47058823529411764,0.6399999999999999,16.8397433757782,0.5005611672278338,False
10,RL very-high-security (sec=10.0 util=1.0 cost=0.1),1.0,0.47058823529411764,0.5714285714285714,11.48451566696167,0.0,True
10,RL security-only (sec=1.0 util=0.0 cost=0.1),1.0,0.47058823529411764,0.5714285714285714,12.6615891456604,0.0,True
11,GAT threshold,0.0712294253570988,0.4,0.5217391304347827,0.009041309356689453,0.5005611672278338,
11,GAT top-k,0.0330405574134072,0.4,0.5217391304347827,0.3637104034423828,0.5757575757575757,
11,degree-centrality,0.025988834993160514,0.3333333333333333,0.5,0.010054349899291992,0.5005611672278338,
11,betweenness-centrality,0.04341002644530892,0.3333333333333333,0.5,0.4229576587677002,0.5005611672278338,
11,highest-p_uv,0.05272067644208802,0.3333333333333333,0.5,0.004965066909790039,0.5005611672278338,
11,random,0.11328594090385742,0.3111111111111111,0.4516594516594517,0.012443304061889648,0.5005611672278338,
11,RL baseline (sec=1.0 util=1.0 cost=0.1),0.08005582390628296,0.3333333333333333,0.5,23.18703031539917,0.5016835016835017,False
11,RL high-security (sec=3.0 util=1.0 cost=0.1),0.09537274671959227,0.4,0.5217391304347827,24.786473274230957,0.5005611672278338,False
11,RL very-high-security (sec=10.0 util=1.0 cost=0.1),1.0,0.4,0.5217391304347827,15.079354763031006,0.0,True
11,RL security-only (sec=1.0 util=0.0 cost=0.1),1.0,0.4,0.5217391304347827,15.081226825714111,0.0,True
12,GAT threshold,0.04277514787737119,0.3888888888888889,0.4827586206896552,0.006183624267578125,0.5005611672278338,
12,GAT top-k,0.029366707578174587,0.3888888888888889,0.5185185185185185,0.32588934898376465,0.5521885521885521,
12,degree-centrality,0.019033263855858077,0.4444444444444444,0.5517241379310345,0.006102561950683594,0.5005611672278338,
12,betweenness-centrality,0.027478380210493217,0.4444444444444444,0.4848484848484848,0.34412455558776855,0.5005611672278338,
12,highest-p_uv,0.040185020144045375,0.2222222222222222,0.2424242424242424,0.004554033279418945,0.5005611672278338,
12,random,0.10056717931338553,0.42592592592592593,0.43068783068783073,0.01210474967956543,0.5005611672278338,
12,RL baseline (sec=1.0 util=1.0 cost=0.1),0.12180754668376403,0.5,0.42857142857142855,30.694982767105103,0.5028058361391694,False
12,RL high-security (sec=3.0 util=1.0 cost=0.1),0.06552176530567927,0.5555555555555556,0.5128205128205129,30.040109634399414,0.5028058361391694,False
12,RL very-high-security (sec=10.0 util=1.0 cost=0.1),1.0,0.3333333333333333,0.4444444444444444,17.02308464050293,0.0,True
12,RL security-only (sec=1.0 util=0.0 cost=0.1),1.0,0.3333333333333333,0.4444444444444444,18.821241855621338,0.0,True
13,GAT threshold,0.06113991528309474,0.5384615384615384,0.4666666666666667,0.008337736129760742,0.5005611672278338,
13,GAT top-k,0.03538128633929419,0.6153846153846154,0.5333333333333333,0.5199885368347168,0.5353535353535354,
13,degree-centrality,0.024719110935309027,0.38461538461538464,0.38461538461538464,0.00816965103149414,0.5005611672278338,
13,betweenness-centrality,0.03139857135957931,0.46153846153846156,0.46153846153846156,0.6311995983123779,0.5005611672278338,
13,highest-p_uv,0.0443803910166008,0.46153846153846156,0.4000000000000001,0.00592803955078125,0.5005611672278338,
13,random,0.10170679593309788,0.358974358974359,0.30377507796862635,0.01559901237487793,0.5005611672278338,
13,RL baseline (sec=1.0 util=1.0 cost=0.1),0.05899931808634459,0.6923076923076923,0.5294117647058824,25.369086980819702,0.5005611672278338,False
13,RL high-security (sec=3.0 util=1.0 cost=0.1),0.05040504554288352,0.6923076923076923,0.5454545454545455,20.05711531639099,0.5005611672278338,False
13,RL very-high-security (sec=10.0 util=1.0 cost=0.1),1.0,0.5384615384615384,0.4666666666666667,12.807672500610352,0.0,True
13,RL security-only (sec=1.0 util=0.0 cost=0.1),1.0,0.5384615384615384,0.4666666666666667,13.697316884994507,0.0,True
14,GAT threshold,0.06214558060784358,0.42857142857142855,0.5294117647058824,0.005367755889892578,0.5005611672278338,
14,GAT top-k,0.027343762801844695,0.47619047619047616,0.5714285714285714,0.38161706924438477,0.5712682379349046,
14,degree-centrality,0.029208094805764237,0.2857142857142857,0.4137931034482759,0.005982637405395508,0.5005611672278338,
14,betweenness-centrality,0.03140896795674735,0.14285714285714285,0.22222222222222224,0.44573235511779785,0.5005611672278338,
14,highest-p_uv,0.05120587597773168,0.2857142857142857,0.3870967741935483,0.005020618438720703,0.5005611672278338,
14,random,0.1194344482320377,0.2857142857142857,0.39139784946236555,0.017400026321411133,0.5005611672278338,
14,RL baseline (sec=1.0 util=1.0 cost=0.1),0.05537632062823126,0.3333333333333333,0.43749999999999994,29.683193922042847,0.5499438832772165,False
14,RL high-security (sec=3.0 util=1.0 cost=0.1),0.04714554664167142,0.19047619047619047,0.27586206896551724,28.77968120574951,0.5016835016835017,False
14,RL very-high-security (sec=10.0 util=1.0 cost=0.1),1.0,0.23809523809523808,0.35714285714285715,17.862488508224487,0.0,True
14,RL security-only (sec=1.0 util=0.0 cost=0.1),1.0,0.23809523809523808,0.35714285714285715,16.375474452972412,0.0,True
15,GAT threshold,0.05538022064087999,0.4090909090909091,0.5142857142857142,0.006941795349121094,0.5005611672278338,
15,GAT top-k,0.03982505020530622,0.4090909090909091,0.4864864864864865,0.5403509140014648,0.5510662177328844,
15,degree-centrality,0.027371131963421454,0.5,0.5945945945945945,0.011407852172851562,0.5005611672278338,
15,betweenness-centrality,0.027588074316602856,0.2727272727272727,0.3870967741935484,0.5052337646484375,0.5005611672278338,
15,highest-p_uv,0.03896806081161822,0.36363636363636365,0.4705882352941177,0.006227731704711914,0.5005611672278338,
15,random,0.09007036325168243,0.45454545454545453,0.5128205128205129,0.015852928161621094,0.5005611672278338,
15,RL baseline (sec=1.0 util=1.0 cost=0.1),0.04602612094833146,0.4090909090909091,0.5142857142857142,35.030731439590454,0.5005611672278338,False
15,RL high-security (sec=3.0 util=1.0 cost=0.1),0.07201534114947838,0.4090909090909091,0.4,29.08319878578186,0.5016835016835017,False
15,RL very-high-security (sec=10.0 util=1.0 cost=0.1),1.0,0.3181818181818182,0.4375,24.246020317077637,0.0,True
15,RL security-only (sec=1.0 util=0.0 cost=0.1),1.0,0.3181818181818182,0.4375,26.15161967277527,0.0,True
16,GAT threshold,0.06720139709232743,0.625,0.5882352941176471,0.008644819259643555,0.5005611672278338,
16,GAT top-k,0.03940305621532753,0.5625,0.5454545454545455,0.8627831935882568,0.5387205387205387,
16,degree-centrality,0.026216005833437927,0.4375,0.4666666666666667,0.011094093322753906,0.5005611672278338,
16,betweenness-centrality,0.028080733372347715,0.5,0.45714285714285713,0.6840963363647461,0.5005611672278338,
16,highest-p_uv,0.045287005747996746,0.5625,0.5294117647058824,0.008398294448852539,0.5005611672278338,
16,random,0.10408390207985087,0.4791666666666667,0.398059598059598,0.020761966705322266,0.5005611672278338,
16,RL baseline (sec=1.0 util=1.0 cost=0.1),0.07091234930393768,0.5,0.5161290322580646,44.62388324737549,0.5005611672278338,False
16,RL high-security (sec=3.0 util=1.0 cost=0.1),1.0,0.4375,0.5185185185185185,28.890334367752075,0.0,True
16,RL very-high-security (sec=10.0 util=1.0 cost=0.1),1.0,0.4375,0.5185185185185185,22.715903997421265,0.0,True
16,RL security-only (sec=1.0 util=0.0 cost=0.1),1.0,0.4375,0.5185185185185185,23.49274253845215,0.0,True
17,GAT threshold,0.05729247777756581,0.47619047619047616,0.5405405405405405,0.008958816528320312,0.5005611672278338,
17,GAT top-k,0.04199718160292927,0.47619047619047616,0.5555555555555556,0.6818368434906006,0.5432098765432098,
17,degree-centrality,0.044823238539462656,0.47619047619047616,0.5714285714285714,0.01912379264831543,0.5005611672278338,
17,betweenness-centrality,0.04320709181360302,0.38095238095238093,0.5,0.7361240386962891,0.5005611672278338,
17,highest-p_uv,0.0529127226201133,0.2857142857142857,0.37499999999999994,0.008779287338256836,0.5005611672278338,
17,random,0.10413065293910312,0.4444444444444444,0.4794437965169672,0.022640705108642578,0.5005611672278338,
17,RL baseline (sec=1.0 util=1.0 cost=0.1),0.05083747557281272,0.42857142857142855,0.5,47.297271966934204,0.5499438832772165,False
17,RL high-security (sec=3.0 util=1.0 cost=0.1),0.056605577194130174,0.38095238095238093,0.4444444444444444,36.82069516181946,0.5499438832772165,False
17,RL very-high-security (sec=10.0 util=1.0 cost=0.1),1.0,0.42857142857142855,0.5625,25.210846185684204,0.0,True
17,RL security-only (sec=1.0 util=0.0 cost=0.1),1.0,0.42857142857142855,0.5625,25.450968742370605,0.0,True
18,GAT threshold,0.058648755414310944,0.29411764705882354,0.4166666666666667,0.00894784927368164,0.5005611672278338,
18,GAT top-k,0.038170743519825925,0.23529411764705882,0.3333333333333333,0.7840569019317627,0.5432098765432098,
18,degree-centrality,0.02628240696889295,0.23529411764705882,0.38095238095238093,0.009418964385986328,0.5005611672278338,
18,betweenness-centrality,0.028087166924315746,0.17647058823529413,0.2727272727272727,0.724517822265625,0.5005611672278338,
18,highest-p_uv,0.04106299423137246,0.17647058823529413,0.2727272727272727,0.015763521194458008,0.5005611672278338,
18,random,0.08797811421430156,0.27450980392156865,0.38028985507246377,0.020596981048583984,0.5005611672278338,
18,RL baseline (sec=1.0 util=1.0 cost=0.1),0.21379255143399112,0.35294117647058826,0.41379310344827586,48.33830213546753,0.5016835016835017,False
18,RL high-security (sec=3.0 util=1.0 cost=0.1),1.0,0.23529411764705882,0.3478260869565218,29.994845867156982,0.0,True
18,RL very-high-security (sec=10.0 util=1.0 cost=0.1),1.0,0.23529411764705882,0.3478260869565218,25.67782187461853,0.0,True
18,RL security-only (sec=1.0 util=0.0 cost=0.1),1.0,0.23529411764705882,0.3478260869565218,24.64698624610901,0.0,True
19,GAT threshold,0.05747314084595933,0.5,0.5454545454545454,0.008527517318725586,0.5005611672278338,
19,GAT top-k,0.025330056904784244,0.4166666666666667,0.5263157894736842,1.0175349712371826,0.5768799102132436,
19,degree-centrality,0.019222117106950286,0.4166666666666667,0.5555555555555556,0.010102510452270508,0.5005611672278338,
19,betweenness-centrality,0.023375388572732383,0.4166666666666667,0.5,0.7290256023406982,0.5005611672278338,
19,highest-p_uv,0.047200892869890196,0.4166666666666667,0.5,0.008579254150390625,0.5005611672278338,
19,random,0.12041055902317481,0.4166666666666667,0.4761904761904762,0.020925283432006836,0.5005611672278338,
19,RL baseline (sec=1.0 util=1.0 cost=0.1),0.08718991083899816,0.5,0.6,45.63095569610596,0.5005611672278338,False
19,RL high-security (sec=3.0 util=1.0 cost=0.1),0.058472556771716,0.25,0.28571428571428575,45.600565910339355,0.5016835016835017,False
19,RL very-high-security (sec=10.0 util=1.0 cost=0.1),1.0,0.5,0.6,23.84107494354248,0.0,True
19,RL security-only (sec=1.0 util=0.0 cost=0.1),1.0,0.5,0.6,24.004667282104492,0.0,True
20,GAT threshold,0.049017452331969545,0.6666666666666666,0.6666666666666666,0.008245468139648438,0.5005611672278338,
20,GAT top-k,0.0327386512150862,0.5333333333333333,0.5925925925925926,0.6796255111694336,0.5409652076318743,
20,degree-centrality,0.029539769360930987,0.4666666666666667,0.5833333333333334,0.00995945930480957,0.5005611672278338,
20,betweenness-centrality,0.028687738851971636,0.4,0.5217391304347827,0.7004749774932861,0.5005611672278338,
20,highest-p_uv,0.04676099736266759,0.4666666666666667,0.43749999999999994,0.007907390594482422,0.5005611672278338,
20,random,0.10918254845419696,0.4444444444444445,0.46385696040868457,0.02135181427001953,0.5005611672278338,
20,RL baseline (sec=1.0 util=1.0 cost=0.1),0.06429502367233556,0.4666666666666667,0.4666666666666667,44.683419942855835,0.5499438832772165,False
20,RL high-security (sec=3.0 util=1.0 cost=0.1),0.04715278290537002,0.6666666666666666,0.6666666666666666,34.93530488014221,0.5005611672278338,False
20,RL very-high-security (sec=10.0 util=1.0 cost=0.1),1.0,0.4666666666666667,0.56,21.03896474838257,0.0,True
20,RL security-only (sec=1.0 util=0.0 cost=0.1),1.0,0.4666666666666667,0.56,21.636196851730347,0.0,True
21,GAT threshold,0.08336610919845647,0.4666666666666667,0.5384615384615385,0.00848078727722168,0.5005611672278338,
21,GAT top-k,0.043652784729229746,0.4666666666666667,0.5384615384615385,0.7443690299987793,0.5578002244668911,
21,degree-centrality,0.03363364585195938,0.5333333333333333,0.5714285714285715,0.010309219360351562,0.5005611672278338,
21,betweenness-centrality,0.03605892114832916,0.26666666666666666,0.28571428571428575,0.7335593700408936,0.5005611672278338,
21,highest-p_uv,0.045875640689109924,0.4,0.4444444444444445,0.009981870651245117,0.5005611672278338,
21,random,0.10226043792382737,0.6,0.5067795067795068,0.02330756187438965,0.5005611672278338,
21,RL baseline (sec=1.0 util=1.0 cost=0.1),0.15028537320324556,0.6666666666666666,0.46511627906976744,46.18654274940491,0.5016835016835017,False
21,RL high-security (sec=3.0 util=1.0 cost=0.1),0.07817306211985843,0.4666666666666667,0.3783783783783784,43.969619035720825,0.5016835016835017,False
21,RL very-high-security (sec=10.0 util=1.0 cost=0.1),0.18835588519240998,0.6,0.45,32.6056272983551,0.5016835016835017,False
21,RL security-only (sec=1.0 util=0.0 cost=0.1),1.0,0.4666666666666667,0.56,22.85424041748047,0.0,True
22,GAT threshold,0.05999170768522963,0.625,0.5882352941176471,0.016002178192138672,0.5005611672278338,
22,GAT top-k,0.03151017057606061,0.625,0.6060606060606061,0.8398356437683105,0.5578002244668911,
22,degree-centrality,0.017249635601581312,0.5,0.6153846153846154,0.009828567504882812,0.5005611672278338,
22,betweenness-centrality,0.026073560065844457,0.5,0.5517241379310345,0.7457592487335205,0.5005611672278338,
22,highest-p_uv,0.04390121672870884,0.25,0.3076923076923077,0.008626937866210938,0.5005611672278338,
22,random,0.12867765142314458,0.6041666666666666,0.5571267696267697,0.030788421630859375,0.5005611672278338,
22,RL baseline (sec=1.0 util=1.0 cost=0.1),0.1349137280160971,0.9375,0.6818181818181818,47.073548793792725,0.5005611672278338,False
22,RL high-security (sec=3.0 util=1.0 cost=0.1),0.03673641629906969,0.625,0.5555555555555556,31.49920916557312,0.5005611672278338,False
22,RL very-high-security (sec=10.0 util=1.0 cost=0.1),1.0,0.5,0.5161290322580646,24.18873143196106,0.0,True
22,RL security-only (sec=1.0 util=0.0 cost=0.1),1.0,0.5,0.5161290322580646,23.51033592224121,0.0,True
23,GAT threshold,0.044904655618245415,0.3888888888888889,0.5,0.008365631103515625,0.5005611672278338,
23,GAT top-k,0.02513383209635319,0.3333333333333333,0.46153846153846156,0.5410518646240234,0.5914702581369249,
23,degree-centrality,0.02614975104927053,0.2777777777777778,0.4166666666666667,0.009793996810913086,0.5005611672278338,
23,betweenness-centrality,0.02985977028924356,0.3333333333333333,0.46153846153846156,0.5623843669891357,0.5005611672278338,
23,highest-p_uv,0.06039695847125598,0.2777777777777778,0.4,0.007877111434936523,0.5005611672278338,
23,random,0.13685197537629512,0.3333333333333333,0.43956043956043955,0.028102636337280273,0.5005611672278338,
23,RL baseline (sec=1.0 util=1.0 cost=0.1),0.273533679101329,0.5555555555555556,0.6250000000000001,47.93021297454834,0.5005611672278338,False
23,RL high-security (sec=3.0 util=1.0 cost=0.1),0.08165442038840148,0.3888888888888889,0.5185185185185185,38.77222681045532,0.5005611672278338,False
