graph_seed,method,containment_ratio,frozen_recall,frozen_f1,time_s
36,RL,0.05058623903407609,0.5,0.6,21.63631558418274
37,RL,0.03444421059413541,0.6428571428571429,0.6923076923076924,22.85819721221924
38,RL,0.05540943420007189,0.625,0.6896551724137931,21.29880690574646
39,RL,0.060133851598354306,0.4117647058823529,0.5185185185185185,26.741284608840942
0,GAT threshold,0.05135918371457111,0.5,0.6086956521739131,0.03307294845581055
1,GAT threshold,0.0675491386944841,0.6,0.7499999999999999,0.023915529251098633
2,GAT threshold,0.061686503170338886,0.5384615384615384,0.5833333333333334,0.05278277397155762
3,GAT threshold,0.04013946963404589,0.38461538461538464,0.4545454545454546,0.027988672256469727
4,GAT threshold,0.037156561800949985,0.5333333333333333,0.5714285714285715,0.03897380828857422
5,GAT threshold,0.039252092812765295,0.42857142857142855,0.5217391304347826,0.1283423900604248
6,GAT threshold,0.04083218452022633,0.1111111111111111,0.1739130434782609,0.04326653480529785
7,GAT threshold,0.03468279410835672,0.3157894736842105,0.46153846153846156,0.050429582595825195
8,GAT threshold,0.04275717554846052,0.4666666666666667,0.5185185185185186,0.08307600021362305
9,GAT threshold,0.04687119780232146,0.5,0.588235294117647,0.06018328666687012
10,GAT threshold,0.05435773208948065,0.5294117647058824,0.6206896551724139,0.05496096611022949
11,GAT threshold,0.0712294253570988,0.4,0.5217391304347827,0.06126880645751953
12,GAT threshold,0.04277514787737119,0.3888888888888889,0.4827586206896552,0.07745146751403809
13,GAT threshold,0.06113991528309474,0.5384615384615384,0.4666666666666667,0.03817439079284668
14,GAT threshold,0.06214558060784358,0.42857142857142855,0.5294117647058824,0.07715535163879395
15,GAT threshold,0.05538022064087999,0.4090909090909091,0.5142857142857142,0.04099559783935547
16,GAT threshold,0.06720139709232743,0.625,0.5882352941176471,0.035294294357299805
17,GAT threshold,0.05729247777756581,0.47619047619047616,0.5405405405405405,0.052435874938964844
18,GAT threshold,0.058648755414310944,0.29411764705882354,0.4166666666666667,0.0328068733215332
19,GAT threshold,0.05747314084595933,0.5,0.5454545454545454,0.0444331169128418
20,GAT threshold,0.049017452331969545,0.6666666666666666,0.6666666666666666,0.040840864181518555
21,GAT threshold,0.08336610919845647,0.4666666666666667,0.5384615384615385,0.03597760200500488
22,GAT threshold,0.05999170768522963,0.625,0.5882352941176471,0.09356141090393066
23,GAT threshold,0.044904655618245415,0.3888888888888889,0.5,0.08730220794677734
24,GAT threshold,0.04356261022685896,0.42105263157894735,0.5,0.07067561149597168
25,GAT threshold,0.0507372696269939,0.47619047619047616,0.6060606060606061,0.07138848304748535
26,GAT threshold,0.054814390193426585,0.5714285714285714,0.7272727272727273,0.09455728530883789
27,GAT threshold,0.04362254953667824,0.4375,0.5,0.08339715003967285
28,GAT threshold,0.06683434120907242,0.26666666666666666,0.3809523809523809,0.08550667762756348
29,GAT threshold,0.06061844983140187,0.3888888888888889,0.5,0.04626774787902832
30,GAT threshold,0.0497430552549186,0.5294117647058824,0.6428571428571428,0.08530545234680176
31,GAT threshold,0.0666766180267264,0.47368421052631576,0.4864864864864865,0.03696632385253906
32,GAT threshold,0.04019601804071728,0.35714285714285715,0.43478260869565216,0.07833075523376465
33,GAT threshold,0.0538438612633107,0.2608695652173913,0.36363636363636365,0.04140186309814453
34,GAT threshold,0.05105951353113155,0.6086956521739131,0.6666666666666666,0.07589054107666016
35,GAT threshold,0.04629253837387359,0.6428571428571429,0.6666666666666666,0.0606234073638916
36,GAT threshold,0.05488935376224507,0.2222222222222222,0.3333333333333333,0.05336809158325195
37,GAT threshold,0.039553594334109377,0.6428571428571429,0.6666666666666666,0.05228304862976074
38,GAT threshold,0.04890894550138324,0.625,0.6666666666666666,0.08292436599731445
39,GAT threshold,0.04685443880986688,0.4117647058823529,0.5384615384615384,0.05202436447143555
0,GAT top-k,0.029649590073358743,0.5,0.6363636363636364,0.3211853504180908
1,GAT top-k,0.03729181371115062,0.6,0.7499999999999999,0.23604249954223633
2,GAT top-k,0.02825240121443987,0.46153846153846156,0.6,0.28513383865356445
3,GAT top-k,0.03139896414638153,0.38461538461538464,0.4545454545454546,0.26384806632995605
4,GAT top-k,0.031055612952110487,0.5333333333333333,0.64,0.24379491806030273
5,GAT top-k,0.021756724991646496,0.35714285714285715,0.45454545454545453,0.6118118762969971
6,GAT top-k,0.02748423750534367,0.16666666666666666,0.2608695652173913,0.29005885124206543
7,GAT top-k,0.02803092462578382,0.3157894736842105,0.42857142857142855,0.4055635929107666
8,GAT top-k,0.026709161962273388,0.4666666666666667,0.5,0.4310612678527832
9,GAT top-k,0.028102673257210997,0.4,0.4848484848484849,0.3965797424316406
10,GAT top-k,0.040533430882852536,0.4117647058823529,0.5833333333333334,0.4113590717315674
11,GAT top-k,0.0330405574134072,0.4,0.5217391304347827,0.3682692050933838
12,GAT top-k,0.029366707578174587,0.3888888888888889,0.5185185185185185,0.39626598358154297
13,GAT top-k,0.03538128633929419,0.6153846153846154,0.5333333333333333,0.3073573112487793
14,GAT top-k,0.027343762801844695,0.47619047619047616,0.5714285714285714,0.383986234664917
15,GAT top-k,0.03982505020530622,0.4090909090909091,0.4864864864864865,0.37306976318359375
16,GAT top-k,0.03940305621532753,0.5625,0.5454545454545455,0.39806294441223145
17,GAT top-k,0.04199718160292927,0.47619047619047616,0.5555555555555556,0.3358030319213867
18,GAT top-k,0.038170743519825925,0.23529411764705882,0.3333333333333333,0.3569660186767578
19,GAT top-k,0.025330056904784244,0.4166666666666667,0.5263157894736842,0.4809601306915283
20,GAT top-k,0.0327386512150862,0.5333333333333333,0.5925925925925926,0.34761571884155273
21,GAT top-k,0.043652784729229746,0.4666666666666667,0.5384615384615385,0.3644421100616455
22,GAT top-k,0.03151017057606061,0.625,0.6060606060606061,0.46121716499328613
23,GAT top-k,0.02513383209635319,0.3333333333333333,0.46153846153846156,0.397324800491333
24,GAT top-k,0.033023382853485383,0.3684210526315789,0.4666666666666667,0.3604581356048584
25,GAT top-k,0.03341829410160986,0.38095238095238093,0.5517241379310345,0.4012882709503174
26,GAT top-k,0.03341910577676931,0.5,0.6666666666666666,0.3428218364715576
27,GAT top-k,0.03248809206225795,0.4375,0.5384615384615384,0.39283275604248047
28,GAT top-k,0.029890760587447662,0.2,0.28571428571428575,0.3850712776184082
29,GAT top-k,0.035084536344298846,0.2222222222222222,0.3333333333333333,0.5893750190734863
30,GAT top-k,0.0309337467616584,0.47058823529411764,0.5517241379310345,0.3833901882171631
31,GAT top-k,0.04185097837020063,0.47368421052631576,0.5,0.3809478282928467
32,GAT top-k,0.025889804387289966,0.35714285714285715,0.45454545454545453,0.38133788108825684
33,GAT top-k,0.03269046212803212,0.2608695652173913,0.36363636363636365,0.3469219207763672
34,GAT top-k,0.03627252234410265,0.5217391304347826,0.6153846153846153,0.3486902713775635
35,GAT top-k,0.02940196978860636,0.5714285714285714,0.6153846153846153,0.3352844715118408
36,GAT top-k,0.03072227148599137,0.3888888888888889,0.5185185185185185,0.3573925495147705
37,GAT top-k,0.026994909158385642,0.6428571428571429,0.6923076923076924,0.30245399475097656
38,GAT top-k,0.023304772025821357,0.625,0.7407407407407406,0.40771484375
39,GAT top-k,0.04174945734002588,0.4117647058823529,0.56,0.5235285758972168
0,degree-centrality,0.029231253111859614,0.5,0.6363636363636364,0.0028731822967529297
1,degree-centrality,0.02891298985397847,0.5333333333333333,0.6956521739130436,0.0029077529907226562
2,degree-centrality,0.029124304371128923,0.46153846153846156,0.5714285714285714,0.0025424957275390625
3,degree-centrality,0.014505470131757394,0.38461538461538464,0.4347826086956522,0.004155635833740234
4,degree-centrality,0.036872408560856634,0.4666666666666667,0.608695652173913,0.002490520477294922
5,degree-centrality,0.018392432593371935,0.35714285714285715,0.5,0.008068561553955078
6,degree-centrality,0.020401029435791317,0.3888888888888889,0.56,0.0064318180084228516
7,degree-centrality,0.03053278262746258,0.21052631578947367,0.3333333333333333,0.0043184757232666016
8,degree-centrality,0.023364903394992084,0.4666666666666667,0.5384615384615385,0.005785226821899414
9,degree-centrality,0.023197207493539308,0.35,0.4375,0.014161109924316406
10,degree-centrality,0.03540606934555195,0.29411764705882354,0.45454545454545453,0.005381107330322266
11,degree-centrality,0.025988834993160514,0.3333333333333333,0.5,0.006011962890625
12,degree-centrality,0.019033263855858077,0.4444444444444444,0.5517241379310345,0.003788471221923828
13,degree-centrality,0.024719110935309027,0.38461538461538464,0.38461538461538464,0.006330013275146484
14,degree-centrality,0.029208094805764237,0.2857142857142857,0.4137931034482759,0.005688190460205078
15,degree-centrality,0.027371131963421454,0.5,0.5945945945945945,0.00543212890625
16,degree-centrality,0.026216005833437927,0.4375,0.4666666666666667,0.005889177322387695
17,degree-centrality,0.044823238539462656,0.47619047619047616,0.5714285714285714,0.006257772445678711
18,degree-centrality,0.02628240696889295,0.23529411764705882,0.38095238095238093,0.007357597351074219
19,degree-centrality,0.019222117106950286,0.4166666666666667,0.5555555555555556,0.007216215133666992
20,degree-centrality,0.029539769360930987,0.4666666666666667,0.5833333333333334,0.00500178337097168
21,degree-centrality,0.03363364585195938,0.5333333333333333,0.5714285714285715,0.010524749755859375
22,degree-centrality,0.017249635601581312,0.5,0.6153846153846154,0.00586700439453125
23,degree-centrality,0.02614975104927053,0.2777777777777778,0.4166666666666667,0.005654096603393555
24,degree-centrality,0.022489754005479864,0.3684210526315789,0.5,0.0037980079650878906
25,degree-centrality,0.02522531922028935,0.3333333333333333,0.5,0.003920078277587891
26,degree-centrality,0.026118931796695572,0.42857142857142855,0.6,0.007170200347900391
27,degree-centrality,0.025983975713501868,0.25,0.4,0.004325389862060547
28,degree-centrality,0.021412756575702012,0.26666666666666666,0.4210526315789474,0.004012107849121094
29,degree-centrality,0.030175405925639793,0.2222222222222222,0.3333333333333333,0.0060346126556396484
30,degree-centrality,0.04050159750983024,0.5882352941176471,0.625,0.003381013870239258
31,degree-centrality,0.02105226344118761,0.42105263157894735,0.5333333333333333,0.005468845367431641
32,degree-centrality,0.02850232137847841,0.35714285714285715,0.5,0.005753517150878906
33,degree-centrality,0.024213473350548277,0.2608695652173913,0.41379310344827586,0.006324052810668945
34,degree-centrality,0.03510461828915449,0.5217391304347826,0.6666666666666667,0.005522727966308594
35,degree-centrality,0.02631479980934561,0.5714285714285714,0.64,0.0062563419342041016
36,degree-centrality,0.024187670845781863,0.3333333333333333,0.48,0.005608320236206055
37,degree-centrality,0.01898903648708558,0.5714285714285714,0.64,0.005845546722412109
38,degree-centrality,0.023241144133258687,0.4375,0.5833333333333334,0.003900289535522461
39,degree-centrality,0.0352462946273714,0.29411764705882354,0.45454545454545453,0.004950523376464844
0,betweenness-centrality,0.025619157832151192,0.2857142857142857,0.4210526315789473,0.18160414695739746
1,betweenness-centrality,0.035566882019297086,0.4,0.5217391304347827,0.19359230995178223
2,betweenness-centrality,0.02920375525473022,0.46153846153846156,0.5714285714285714,0.2561957836151123
3,betweenness-centrality,0.026409774471383183,0.23076923076923078,0.24999999999999994,0.25225162506103516
4,betweenness-centrality,0.03884517199204894,0.4666666666666667,0.608695652173913,0.24356555938720703
5,betweenness-centrality,0.01844300109707967,0.14285714285714285,0.23529411764705882,0.51780104637146
6,betweenness-centrality,0.021570713547616135,0.2222222222222222,0.3333333333333333,0.3825058937072754
7,betweenness-centrality,0.028076557547784084,0.2631578947368421,0.4166666666666667,0.35689592361450195
8,betweenness-centrality,0.017766263215541672,0.3333333333333333,0.3846153846153846,0.35556888580322266
9,betweenness-centrality,0.029495752301867833,0.45,0.5454545454545455,0.3397948741912842
10,betweenness-centrality,0.04470771835015823,0.4117647058823529,0.5833333333333334,0.3426995277404785
11,betweenness-centrality,0.04341002644530892,0.3333333333333333,0.5,0.35834336280822754
12,betweenness-centrality,0.027478380210493217,0.4444444444444444,0.4848484848484848,0.3634634017944336
13,betweenness-centrality,0.03139857135957931,0.46153846153846156,0.46153846153846156,0.3329007625579834
14,betweenness-centrality,0.03140896795674735,0.14285714285714285,0.22222222222222224,0.31801843643188477
15,betweenness-centrality,0.027588074316602856,0.2727272727272727,0.3870967741935484,0.35115885734558105
16,betweenness-centrality,0.028080733372347715,0.5,0.45714285714285713,0.33405089378356934
17,betweenness-centrality,0.04320709181360302,0.38095238095238093,0.5,0.3520998954772949
18,betweenness-centrality,0.028087166924315746,0.17647058823529413,0.2727272727272727,0.3631739616394043
19,betweenness-centrality,0.023375388572732383,0.4166666666666667,0.5,0.320371150970459
20,betweenness-centrality,0.028687738851971636,0.4,0.5217391304347827,0.33501696586608887
21,betweenness-centrality,0.03605892114832916,0.26666666666666666,0.28571428571428575,0.3372385501861572
22,betweenness-centrality,0.026073560065844457,0.5,0.5517241379310345,0.3398764133453369
23,betweenness-centrality,0.02985977028924356,0.3333333333333333,0.46153846153846156,0.31877851486206055
24,betweenness-centrality,0.03219401396588587,0.2631578947368421,0.3846153846153846,0.3656020164489746
25,betweenness-centrality,0.023946442407424034,0.3333333333333333,0.48275862068965514,0.36032652854919434
26,betweenness-centrality,0.025668208367954293,0.2857142857142857,0.4210526315789473,0.3574087619781494
27,betweenness-centrality,0.032981662394109504,0.3125,0.45454545454545453,0.3552834987640381
28,betweenness-centrality,0.029837115481353826,0.13333333333333333,0.2,0.3273899555206299
29,betweenness-centrality,0.033243175843189414,0.2222222222222222,0.3478260869565218,0.3248322010040283
30,betweenness-centrality,0.03384420455541392,0.4117647058823529,0.4827586206896552,0.3387744426727295
31,betweenness-centrality,0.025440437462600923,0.3157894736842105,0.39999999999999997,0.34369444847106934
32,betweenness-centrality,0.03027564639290125,0.2857142857142857,0.4,0.33370256423950195
33,betweenness-centrality,0.022391479520479977,0.21739130434782608,0.3571428571428571,0.3587758541107178
34,betweenness-centrality,0.028812910213657287,0.5217391304347826,0.6315789473684211,0.34924936294555664
35,betweenness-centrality,0.025916172175139394,0.35714285714285715,0.4761904761904762,0.3669254779815674
36,betweenness-centrality,0.026051689979264346,0.2777777777777778,0.4166666666666667,0.31852221488952637
37,betweenness-centrality,0.024280533149070572,0.5714285714285714,0.6153846153846153,0.3193697929382324
38,betweenness-centrality,0.027406323781455695,0.3125,0.45454545454545453,0.3537106513977051
39,betweenness-centrality,0.03508941149830244,0.47058823529411764,0.5333333333333333,0.35057520866394043
0,highest-p_uv,0.038705635537281645,0.42857142857142855,0.5714285714285714,0.0021381378173828125
1,highest-p_uv,0.038705226850744935,0.4666666666666667,0.56,0.002657175064086914
2,highest-p_uv,0.03256962415761823,0.15384615384615385,0.23529411764705882,0.0031850337982177734
3,highest-p_uv,0.02726656359258929,0.15384615384615385,0.1904761904761905,0.001980304718017578
4,highest-p_uv,0.04516020608594864,0.4,0.5217391304347827,0.01073312759399414
5,highest-p_uv,0.035091256865594375,0.35714285714285715,0.5,0.006165027618408203
6,highest-p_uv,0.04499155554549026,0.1111111111111111,0.1818181818181818,0.005821704864501953
7,highest-p_uv,0.04721478736365879,0.15789473684210525,0.25,0.0034415721893310547
8,highest-p_uv,0.03777504114696081,0.26666666666666666,0.32,0.00452876091003418
9,highest-p_uv,0.04273501384214681,0.35,0.4117647058823529,0.004448652267456055
10,highest-p_uv,0.043797942259087015,0.4117647058823529,0.56,0.004602670669555664
11,highest-p_uv,0.05272067644208802,0.3333333333333333,0.5,0.003248453140258789
12,highest-p_uv,0.040185020144045375,0.2222222222222222,0.2424242424242424,0.0040247440338134766
13,highest-p_uv,0.0443803910166008,0.46153846153846156,0.4000000000000001,0.004449605941772461
14,highest-p_uv,0.05120587597773168,0.2857142857142857,0.3870967741935483,0.0051250457763671875
15,highest-p_uv,0.03896806081161822,0.36363636363636365,0.4705882352941177,0.009450912475585938
16,highest-p_uv,0.045287005747996746,0.5625,0.5294117647058824,0.004372835159301758
17,highest-p_uv,0.0529127226201133,0.2857142857142857,0.37499999999999994,0.004406452178955078
18,highest-p_uv,0.04106299423137246,0.17647058823529413,0.2727272727272727,0.004443645477294922
19,highest-p_uv,0.047200892869890196,0.4166666666666667,0.5,0.003793001174926758
20,highest-p_uv,0.04676099736266759,0.4666666666666667,0.43749999999999994,0.0043735504150390625
21,highest-p_uv,0.045875640689109924,0.4,0.4444444444444445,0.003977537155151367
22,highest-p_uv,0.04390121672870884,0.25,0.3076923076923077,0.008659601211547852
23,highest-p_uv,0.06039695847125598,0.2777777777777778,0.4,0.004587411880493164
24,highest-p_uv,0.04000531755746078,0.3684210526315789,0.5,0.004669189453125
25,highest-p_uv,0.03986886637846124,0.38095238095238093,0.5517241379310345,0.003981828689575195
26,highest-p_uv,0.03237290486527537,0.14285714285714285,0.23529411764705882,0.004358530044555664
27,highest-p_uv,0.03229519107193164,0.125,0.21052631578947367,0.0034766197204589844
28,highest-p_uv,0.03287973815120237,0.26666666666666666,0.3478260869565218,0.004830360412597656
29,highest-p_uv,0.03359291669892949,0.2777777777777778,0.4,0.0043833255767822266
30,highest-p_uv,0.030625873567918717,0.35294117647058826,0.3870967741935484,0.004611492156982422
31,highest-p_uv,0.04865884541386531,0.3157894736842105,0.44444444444444436,0.0034956932067871094
32,highest-p_uv,0.034093608970383,0.21428571428571427,0.3333333333333333,0.004400014877319336
33,highest-p_uv,0.036694774695332534,0.13043478260869565,0.23076923076923078,0.004757404327392578
34,highest-p_uv,0.03726282682719273,0.5217391304347826,0.6,0.0032329559326171875
35,highest-p_uv,0.03072727596628738,0.35714285714285715,0.4,0.004689216613769531
36,highest-p_uv,0.030604547396151364,0.1111111111111111,0.1739130434782609,0.004346609115600586
37,highest-p_uv,0.035587444835536754,0.5,0.5384615384615384,0.005437135696411133
38,highest-p_uv,0.02745027200906058,0.1875,0.2857142857142857,0.004297494888305664
39,highest-p_uv,0.06710981401878917,0.35294117647058826,0.48,0.004546165466308594
0,random,0.1064583183975048,0.40476190476190477,0.5454545454545454,0.005450010299682617
1,random,0.11276371885639633,0.35555555555555557,0.4827153522805697,0.00641322135925293
2,random,0.12768532423988796,0.38461538461538464,0.4913975760657682,0.020458698272705078
3,random,0.12178082065793436,0.4102564102564103,0.3651021711366539,0.008744001388549805
4,random,0.08225797810541878,0.4,0.4864158829676071,0.018796920776367188
5,random,0.10298211958706303,0.40476190476190477,0.45454545454545453,0.015209197998046875
6,random,0.10098646299147732,0.3333333333333333,0.443019943019943,0.024675846099853516
7,random,0.11071053136795461,0.24561403508771928,0.34828924162257496,0.019848108291625977
8,random,0.10708633412859149,0.5333333333333333,0.5432098765432098,0.018858671188354492
9,random,0.1282427747923652,0.43333333333333335,0.4714082503556188,0.019982337951660156
10,random,0.1330130562373498,0.49019607843137253,0.6488888888888888,0.019209861755371094
11,random,0.11328594090385742,0.3111111111111111,0.4516594516594517,0.009804487228393555
12,random,0.10056717931338553,0.42592592592592593,0.43068783068783073,0.024977684020996094
13,random,0.10170679593309788,0.358974358974359,0.30377507796862635,0.010792255401611328
14,random,0.1194344482320377,0.2857142857142857,0.39139784946236555,0.019532442092895508
15,random,0.09007036325168243,0.45454545454545453,0.5128205128205129,0.018775224685668945
16,random,0.10408390207985087,0.4791666666666667,0.398059598059598,0.018206119537353516
17,random,0.10413065293910312,0.4444444444444444,0.4794437965169672,0.019423961639404297
18,random,0.08797811421430156,0.27450980392156865,0.38028985507246377,0.01578521728515625
19,random,0.12041055902317481,0.4166666666666667,0.4761904761904762,0.01809096336364746
20,random,0.10918254845419696,0.4444444444444445,0.46385696040868457,0.018886327743530273
21,random,0.10226043792382737,0.6,0.5067795067795068,0.009741544723510742
22,random,0.12867765142314458,0.6041666666666666,0.5571267696267697,0.020743370056152344
23,random,0.13685197537629512,0.3333333333333333,0.43956043956043955,0.01918935775756836
24,random,0.10719893476878894,0.47368421052631576,0.5863799283154122,0.020118236541748047
25,random,0.11053117172056828,0.3968253968253968,0.5191919191919192,0.020000934600830078
26,random,0.08485379484273135,0.3333333333333333,0.403828197945845,0.020100116729736328
27,random,0.10869080172821197,0.14583333333333334,0.24814814814814815,0.01242685317993164
28,random,0.10266797161420127,0.28888888888888886,0.37856829161176986,0.01943492889404297
29,random,0.10377914419318697,0.3148148148148148,0.4397993311036789,0.019263029098510742
30,random,0.09331437542824461,0.5490196078431373,0.5840245775729647,0.019052743911743164
31,random,0.1067923331700403,0.43859649122807015,0.5034547152194211,0.010877132415771484
32,random,0.14291689980413894,0.30952380952380953,0.4322169059011164,0.01956033706665039
33,random,0.1214232972142329,0.31884057971014496,0.4630376344086022,0.018944740295410156
34,random,0.10441958541561369,0.5507246376811594,0.6041125541125542,0.026002883911132812
35,random,0.12100071948287627,0.35714285714285715,0.43478260869565216,0.020291566848754883
36,random,0.10269122376137968,0.18518518518518517,0.2635897435897436,0.011765480041503906
37,random,0.10566152427983806,0.5714285714285714,0.5737931034482758,0.0196380615234375
38,random,0.11274748969799724,0.3333333333333333,0.4536507936507937,0.019595623016357422
39,random,0.14234036010271742,0.37254901960784315,0.47388414055080724,0.02590775489807129
0,greedy simulation-guided heuristic,0.034553233726823764,0.5714285714285714,0.6956521739130435,19.301154375076294
1,greedy simulation-guided heuristic,0.06925284750093215,0.6,0.7200000000000001,21.82972002029419
2,greedy simulation-guided heuristic,0.03014939126969265,0.5384615384615384,0.6363636363636364,15.31185531616211
3,greedy simulation-guided heuristic,0.05444044924474468,0.5384615384615384,0.5,16.917751789093018
4,greedy simulation-guided heuristic,0.072553189885284,0.4666666666666667,0.608695652173913,24.304524898529053
5,greedy simulation-guided heuristic,0.015400306609119967,0.2857142857142857,0.4444444444444445,19.82284188270569
6,greedy simulation-guided heuristic,0.025523264592950807,0.3888888888888889,0.56,25.298496961593628
7,greedy simulation-guided heuristic,0.06470569380322327,0.3684210526315789,0.5,25.271525144577026
8,greedy simulation-guided heuristic,0.06223942194126613,0.5333333333333333,0.5517241379310344,24.2166588306427
9,greedy simulation-guided heuristic,0.05123771488384914,0.45,0.5454545454545455,22.544806241989136
10,greedy simulation-guided heuristic,0.09064046919739957,0.47058823529411764,0.6153846153846153,24.92794132232666
11,greedy simulation-guided heuristic,0.03943381106971554,0.4,0.5454545454545455,22.007924795150757
12,greedy simulation-guided heuristic,0.07548687301787842,0.5,0.6,21.853041648864746
13,greedy simulation-guided heuristic,0.032425730160427976,0.38461538461538464,0.38461538461538464,19.47537589073181
14,greedy simulation-guided heuristic,0.03699136144822353,0.38095238095238093,0.5161290322580645,21.24053120613098
15,greedy simulation-guided heuristic,0.08750676161413373,0.6363636363636364,0.6666666666666666,25.569424867630005
16,greedy simulation-guided heuristic,0.051770536660250006,0.5,0.5161290322580646,23.09165596961975
17,greedy simulation-guided heuristic,0.07732269940929917,0.42857142857142855,0.5142857142857143,24.053760051727295
18,greedy simulation-guided heuristic,0.07536550786355634,0.29411764705882354,0.4347826086956522,25.347211599349976
19,greedy simulation-guided heuristic,0.11287492511737879,0.5,0.5714285714285715,27.306752920150757
20,greedy simulation-guided heuristic,0.019243680543529876,0.4666666666666667,0.5833333333333334,19.877522706985474
21,greedy simulation-guided heuristic,0.10806354280676951,0.6,0.6428571428571429,22.871609210968018
22,greedy simulation-guided heuristic,0.0975805236316014,0.5,0.5333333333333333,23.686533212661743
23,greedy simulation-guided heuristic,0.08834350133904526,0.5,0.6206896551724137,23.400254249572754
24,greedy simulation-guided heuristic,0.07587762275934884,0.47368421052631576,0.6,21.94552993774414
25,greedy simulation-guided heuristic,0.0748210602904588,0.38095238095238093,0.5333333333333333,25.692996740341187
26,greedy simulation-guided heuristic,0.05509742938428439,0.5,0.6363636363636364,21.086405992507935
27,greedy simulation-guided heuristic,0.07735416126392665,0.4375,0.6086956521739131,24.408360242843628
28,greedy simulation-guided heuristic,0.02578949419966981,0.4,0.5454545454545455,22.1889386177063
29,greedy simulation-guided heuristic,0.029538162661575683,0.3333333333333333,0.46153846153846156,20.18296766281128
30,greedy simulation-guided heuristic,0.05456946501165853,0.5882352941176471,0.625,23.3675377368927
31,greedy simulation-guided heuristic,0.09167868547025941,0.47368421052631576,0.5454545454545454,25.399656534194946
32,greedy simulation-guided heuristic,0.024698834849159867,0.42857142857142855,0.5714285714285714,20.676583766937256
33,greedy simulation-guided heuristic,0.020200905186131515,0.34782608695652173,0.5,22.454336404800415
34,greedy simulation-guided heuristic,0.06780852698842402,0.5217391304347826,0.6486486486486486,21.357062101364136
35,greedy simulation-guided heuristic,0.057085162853274654,0.5714285714285714,0.6153846153846153,20.92178988456726
36,greedy simulation-guided heuristic,0.030092724838410398,0.3888888888888889,0.5185185185185185,21.142451286315918
37,greedy simulation-guided heuristic,0.02234224266355545,0.7142857142857143,0.7407407407407408,20.51799774169922
38,greedy simulation-guided heuristic,0.06988508947153732,0.4375,0.5833333333333334,23.285978317260742
39,greedy simulation-guided heuristic,0.12575337453184374,0.4117647058823529,0.5384615384615384,36.16976881027222
0,eigenscore,0.03802525799440875,0.35714285714285715,0.5,0.009426355361938477
1,eigenscore,0.025938645763937472,0.3333333333333333,0.47619047619047616,0.007482051849365234
2,eigenscore,0.026642134336045554,0.3076923076923077,0.4444444444444444,0.02918267250061035
3,eigenscore,0.014505470131757394,0.3076923076923077,0.33333333333333337,0.012551307678222656
